,z,qc,fs,u2
136026,43.92,19.910,231.819,-229.1
136027,43.94,19.958,220.860,-229.0
136028,43.96,20.342,208.720,-228.6
136029,43.98,20.956,172.237,-228.6
136030,44.00,21.504,131.192,-227.5
136031,44.02,21.740,126.743,-227.8
136032,44.04,21.551,148.155,-228.4
136033,44.06,20.789,177.228,-228.8
136034,44.08,19.690,206.891,-229.0
136035,44.10,19.133,202.701,-229.6
136036,44.12,18.933,182.813,-229.7
136037,44.14,19.435,145.966,-228.0
136038,44.16,19.758,119.099,-228.6
136039,44.18,19.901,107.724,-228.9
136040,44.20,19.970,114.212,-229.7
136041,44.22,19.601,134.053,-230.4
136042,44.24,19.012,152.899,-230.8
136043,44.26,18.465,164.431,-230.8
136044,44.28,18.034,164.642,-230.8
136045,44.30,17.919,160.671,-229.9
136046,44.32,18.255,163.749,-229.1
136047,44.34,19.593,141.937,-227.5
136048,44.36,20.794,139.221,-228.3
136049,44.38,20.941,142.391,-229.5
136050,44.40,20.896,155.335,-229.5
136051,44.42,20.898,172.871,-229.6
136052,44.44,20.988,153.762,-230.6
136053,44.46,21.462,109.287,-231.2
136054,44.48,21.702,100.165,-231.6
136055,44.50,21.652,119.456,-232.1
136056,44.52,21.271,148.901,-232.3
136057,44.54,20.901,157.112,-232.6
136058,44.56,20.726,144.765,-232.9
136059,44.58,20.713,146.015,-233.3
136060,44.60,20.940,146.682,-232.5
136061,44.62,21.333,160.178,-231.4
136062,44.64,22.061,162.937,-231.7
136063,44.66,22.845,134.340,-232.1
136064,44.68,23.473,128.347,-231.9
136065,44.70,23.679,143.668,-232.5
136066,44.72,23.368,154.866,-232.6
136067,44.74,23.088,174.005,-232.4
136068,44.76,22.702,174.784,-232.8
136069,44.78,22.286,175.442,-233.1
136070,44.80,21.790,183.397,-232.7
136071,44.82,20.974,210.579,-232.1
136072,44.84,20.036,223.908,-231.9
136073,44.86,19.637,199.333,-232.9
136074,44.88,19.233,173.745,-232.8
136075,44.90,18.860,184.081,-233.2
136076,44.92,18.588,216.085,-233.5
136077,44.94,18.702,257.144,-234.5
136078,44.96,18.979,260.648,-235.6
136079,44.98,18.913,202.052,-237.1
136080,45.00,19.216,157.086,-237.9
136081,45.02,19.689,142.989,-239.2
136082,45.04,20.339,135.658,-239.9
136083,45.06,20.484,143.168,-240.1
136084,45.08,20.378,173.388,-240.9
136085,45.10,20.242,198.934,-241.6
136086,45.12,20.485,217.238,-241.8
136087,45.14,20.827,236.870,-241.9
136088,45.16,21.283,236.024,-242.3
136089,45.18,22.530,200.091,-241.8
136090,45.20,24.411,148.940,-242.0
136091,45.22,26.787,141.401,-242.8
136092,45.24,28.719,142.111,-243.7
136093,45.26,29.693,166.793,-243.6
136094,45.28,29.993,193.006,-243.6
136095,45.30,29.646,214.499,-244.1
136096,45.32,29.091,227.163,-243.9
136097,45.34,28.051,234.663,-243.7
136098,45.36,26.762,230.075,-243.1
136099,45.38,25.482,215.549,-241.9
136100,45.40,23.988,211.291,-239.9
136101,45.42,22.208,210.746,-237.3
136102,45.44,19.976,203.945,-235.5
136103,45.46,17.527,198.342,-233.2
136104,45.48,15.155,206.899,-229.4
136105,45.50,12.988,224.147,-224.7
136106,45.52,11.595,236.035,-219.2
136107,45.54,10.954,243.543,-213.6
136108,45.56,10.553,213.890,-205.3
136109,45.58,10.589,143.014,-195.8
136110,45.60,10.982,110.547,-192.0
136111,45.62,11.608,103.060,-196.5
136112,45.64,12.227,106.975,-201.3
136113,45.66,12.997,119.713,-200.7
136114,45.68,13.626,133.383,-201.1
136115,45.70,13.957,143.757,-199.2
136116,45.72,14.431,153.167,-196.1
136117,45.74,14.727,162.498,-192.0
136118,45.76,14.741,171.465,-186.9
136119,45.78,14.587,181.535,-180.6
136120,45.80,14.481,198.026,-172.5
136121,45.82,14.483,221.729,-162.3
136122,45.84,14.697,201.177,-150.4
136123,45.86,15.060,174.225,-135.9
136124,45.88,16.153,160.639,-119.5
136125,45.90,17.418,163.436,-100.1
136126,45.92,18.907,167.218,-97.0
136127,45.94,20.467,182.397,-102.5
136128,45.96,22.099,194.955,-103.8
136129,45.98,23.436,211.809,-98.3
136130,46.00,24.220,235.954,-87.3
136131,46.02,24.361,258.424,-74.1
136132,46.04,24.396,275.126,-56.5
136133,46.06,24.701,287.413,-33.6
136134,46.08,25.348,295.419,-8.7
136135,46.10,26.263,293.501,20.0
136136,46.12,27.646,295.465,55.4
136137,46.14,28.100,294.142,95.7
136138,46.16,27.444,284.368,124.5
136139,46.18,26.127,259.005,136.7
136140,46.20,24.857,248.033,164.6
136141,46.22,24.409,267.437,200.8
136142,46.24,24.325,275.833,248.3
136143,46.26,24.794,251.487,283.4
136144,46.28,25.774,221.687,318.4
136145,46.30,26.250,214.513,291.2
136146,46.32,27.550,223.469,230.6
136147,46.34,28.402,232.497,160.0
136148,46.36,27.934,245.196,73.8
136149,46.38,26.850,262.829,47.6
136150,46.40,26.084,271.989,43.1
136151,46.42,25.821,277.398,45.9
136152,46.44,25.926,280.870,57.6
136153,46.46,26.357,284.326,78.3
136154,46.48,26.809,273.167,86.3
136155,46.50,27.259,266.810,81.6
136156,46.52,27.634,278.903,80.1
136157,46.54,26.407,302.258,83.5
136158,46.56,28.049,322.229,93.7
136159,46.58,28.042,337.029,90.7
136160,46.60,27.843,353.842,101.1
136161,46.62,27.009,367.158,111.3
136162,46.64,25.777,379.842,138.5
136163,46.66,24.051,397.034,169.7
136164,46.68,21.620,424.258,204.0
136165,46.70,18.735,428.601,237.5
136166,46.72,16.122,409.558,269.7
136167,46.74,15.058,395.971,308.2
136168,46.76,14.467,368.454,483.3
136169,46.78,14.496,331.299,607.1
136170,46.80,16.778,266.867,546.8
136171,46.82,19.898,208.818,326.8
136172,46.84,22.001,188.882,196.0
136173,46.86,22.894,184.833,101.7
136174,46.88,22.477,193.368,72.9
136175,46.90,22.030,195.392,65.3
136176,46.92,21.808,198.703,63.9
136177,46.94,22.021,206.972,64.1
136178,46.96,22.398,214.827,68.5
136179,46.98,22.325,231.817,69.7
136180,47.00,21.906,257.725,77.1
136181,47.02,21.378,239.821,73.5
136182,47.04,21.003,216.483,87.9
136183,47.06,20.959,207.302,95.8
136184,47.08,21.419,203.689,114.1
136185,47.10,21.887,207.795,94.3
136186,47.12,22.076,209.567,52.1
136187,47.14,22.177,210.449,38.0
136188,47.16,22.393,211.906,34.6
136189,47.18,22.685,222.435,39.2
136190,47.20,21.898,247.057,25.5
136191,47.22,20.736,249.620,10.2
136192,47.24,19.049,252.185,6.0
136193,47.26,18.621,254.749,21.1
136194,47.28,18.645,257.313,59.3
136195,47.30,19.664,262.516,112.0
136196,47.32,20.321,285.621,106.3
136197,47.34,20.463,318.474,99.8
136198,47.36,20.605,306.621,93.3
136199,47.38,20.747,314.663,86.9
136200,47.40,20.344,319.788,45.1
136201,47.42,19.925,323.942,36.4
136202,47.44,19.303,304.327,40.5
136203,47.46,18.569,275.739,2.3
136204,47.48,17.673,266.824,4.6
136205,47.50,17.348,279.836,33.8
136206,47.52,18.765,266.531,62.3
136207,47.54,20.776,229.902,33.7
136208,47.56,22.049,204.897,18.3
136209,47.58,22.773,205.915,18.1
136210,47.60,22.832,233.946,15.8
136211,47.62,22.071,251.520,10.0
136212,47.64,21.299,253.262,11.8
136213,47.66,21.252,242.492,17.7
136214,47.68,21.579,232.957,24.6
136215,47.70,21.816,214.496,38.0
136216,47.72,21.827,204.355,39.1
136217,47.74,21.805,211.584,1.0
136218,47.76,21.678,220.799,-6.4
136219,47.78,21.400,232.908,-12.8
136220,47.80,20.926,236.551,-16.1
136221,47.82,20.403,250.750,-16.9
136222,47.84,19.693,260.437,-19.6
136223,47.86,18.577,283.737,-44.8
136224,47.88,17.011,304.517,-64.5
136225,47.90,15.481,309.169,-71.5
136226,47.92,15.169,312.960,-79.7
136227,47.94,15.063,288.299,-66.6
136228,47.96,16.223,258.552,-74.9
136229,47.98,18.719,245.483,-66.9
136230,48.00,21.351,264.866,-29.5
136231,48.02,23.556,273.146,-63.6
136232,48.04,23.788,263.825,-73.0
136233,48.06,22.606,278.353,-77.6
136234,48.08,21.545,301.223,-77.2
136235,48.10,21.618,300.060,-71.1
136236,48.12,22.483,295.468,-64.3
136237,48.14,23.881,291.992,-51.4
136238,48.16,26.051,291.970,-38.0
136239,48.18,28.416,296.023,-4.4
136240,48.20,29.658,308.265,-29.4
136241,48.22,30.668,325.137,-33.4
136242,48.24,29.391,359.963,-38.8
136243,48.26,27.780,378.637,-40.6
136244,48.28,26.336,378.320,-35.7
136245,48.30,26.452,380.440,-24.6
136246,48.32,27.630,370.636,2.3
136247,48.34,29.277,356.252,44.0
136248,48.36,30.190,318.018,31.0
136249,48.38,30.264,286.877,11.4
136250,48.40,30.346,270.561,-4.5
136251,48.42,30.702,277.551,-6.8
136252,48.44,30.954,277.990,-1.6
136253,48.46,30.845,279.262,4.2
136254,48.48,30.493,277.876,14.1
136255,48.50,29.231,292.659,14.3
136256,48.52,28.065,313.921,19.2
136257,48.54,27.317,329.811,26.6
136258,48.56,26.452,320.668,41.8
136259,48.58,25.111,301.073,50.2
136260,48.60,23.846,314.526,68.3
136261,48.62,22.909,302.831,80.8
136262,48.64,23.293,295.543,96.8
136263,48.66,24.452,287.026,111.3
136264,48.68,24.849,265.473,151.5
136265,48.70,24.905,238.837,113.5
136266,48.72,24.119,235.333,88.1
136267,48.74,23.005,264.529,78.7
136268,48.76,23.011,269.444,88.1
136269,48.78,23.295,269.679,87.9
136270,48.80,22.983,269.229,128.3
136271,48.82,23.369,258.299,94.0
136272,48.84,24.512,239.558,93.8
136273,48.86,25.251,233.975,111.0
136274,48.88,25.557,235.773,118.3
136275,48.90,25.672,243.291,93.6
136276,48.92,25.137,263.032,80.2
136277,48.94,24.486,292.916,68.2
136278,48.96,23.407,313.771,61.4
136279,48.98,21.914,316.857,68.4
136280,49.00,20.600,323.437,93.4
136281,49.02,19.280,327.741,115.3
136282,49.04,18.068,336.102,171.3
136283,49.06,18.382,357.720,108.6
136284,49.08,17.427,343.975,131.1
136285,49.10,16.388,336.019,138.0
136286,49.12,15.560,302.252,114.3
136287,49.14,15.720,288.592,112.8
136288,49.16,17.652,294.238,130.8
136289,49.18,20.536,285.890,106.9
136290,49.20,20.973,271.790,52.9
136291,49.22,20.051,264.838,45.5
136292,49.24,19.040,247.356,51.4
136293,49.26,18.427,243.895,84.0
136294,49.28,19.614,255.635,115.4
136295,49.30,21.567,254.495,75.1
136296,49.32,22.568,247.347,54.5
136297,49.34,23.201,259.935,43.2
136298,49.36,23.275,264.865,38.4
136299,49.38,22.884,272.490,62.6
136300,49.40,23.954,260.783,36.2
136301,49.42,25.174,234.846,28.1
136302,49.44,25.799,230.392,26.2
136303,49.46,26.421,205.801,20.7
136304,49.48,26.698,194.381,9.7
136305,49.50,27.185,216.199,-2.4
136306,49.52,27.354,226.683,-10.0
136307,49.54,27.125,220.124,-13.8
136308,49.56,26.358,216.572,-8.6
136309,49.58,25.847,224.866,-14.1
136310,49.60,25.611,230.722,-14.6
136311,49.62,25.321,240.544,-18.2
136312,49.64,24.549,257.164,-17.7
136313,49.66,23.742,241.090,-22.2
136314,49.68,23.223,231.079,-18.6
136315,49.70,22.791,232.064,-11.1
136316,49.72,23.033,222.479,6.0
136317,49.74,23.693,220.963,11.7
136318,49.76,24.107,220.775,-6.3
136319,49.78,24.023,231.812,-19.9
136320,49.80,24.229,237.181,-24.0
136321,49.82,24.825,221.411,-35.0
136322,49.84,25.513,203.568,-32.8
136323,49.86,26.032,198.026,-34.2
136324,49.88,26.243,192.627,-43.7
136325,49.90,26.351,183.440,-55.7
136326,49.92,27.079,177.759,-64.7
136327,49.94,27.776,188.765,-74.3
136328,49.96,27.736,194.703,-75.8
136329,49.98,27.680,203.532,-76.6
136330,50.00,28.225,238.431,-74.3
136331,50.02,27.855,284.232,-76.4
136332,50.04,26.756,342.952,-73.3
136333,50.06,24.855,393.618,-67.7
136334,50.08,22.412,395.958,-63.2
136335,50.10,19.816,406.533,-56.9
136336,50.12,17.876,410.316,-42.1
136337,50.14,16.035,398.433,-20.4
136338,50.16,13.936,410.099,20.4
136339,50.18,13.946,426.084,39.6
136340,50.20,14.533,406.936,59.6
136341,50.22,15.099,374.538,75.3
136342,50.24,16.749,358.689,103.1
136343,50.26,20.190,352.876,94.9
136344,50.28,22.907,330.431,83.1
136345,50.30,24.320,315.581,68.3
136346,50.32,25.523,313.562,75.3
136347,50.34,26.157,324.028,102.6
136348,50.36,27.290,326.938,218.6
136349,50.38,29.542,315.959,86.3
136350,50.40,30.418,306.982,66.2
136351,50.42,30.884,324.094,59.7
136352,50.44,31.084,347.073,63.3
136353,50.46,30.864,369.503,70.1
136354,50.48,29.951,367.279,83.5
136355,50.50,28.769,372.030,92.1
136356,50.52,26.978,380.472,98.3
136357,50.54,25.709,375.702,113.4
136358,50.56,26.234,374.135,134.2
136359,50.58,27.782,377.420,161.7
136360,50.60,29.237,370.687,185.3
136361,50.62,30.031,357.612,168.4
136362,50.64,30.399,359.406,176.8
136363,50.66,30.858,357.428,183.0
136364,50.68,31.381,353.218,184.3
136365,50.70,31.675,356.170,186.9
136366,50.72,31.556,370.209,209.7
136367,50.74,31.226,381.509,218.2
136368,50.76,30.997,382.618,234.5
136369,50.78,31.040,378.846,239.4
136370,50.80,31.408,382.901,264.9
136371,50.82,32.713,392.525,282.0
136372,50.84,33.970,411.141,290.7
136373,50.86,35.041,430.623,281.0
136374,50.88,35.887,463.411,305.6
136375,50.90,36.565,504.037,314.3
136376,50.92,37.211,527.420,335.7
136377,50.94,37.700,545.251,366.4
136378,50.96,37.941,562.180,389.2
136379,50.98,37.806,578.330,398.6
136380,51.00,37.495,581.553,408.1
136381,51.02,37.013,570.730,408.6
136382,51.04,36.304,533.071,431.1
136383,51.06,35.459,505.684,442.6
136384,51.08,34.201,490.917,415.8
136385,51.10,32.145,490.405,418.5
136386,51.12,29.123,473.955,378.0
136387,51.14,26.554,493.219,347.8
136388,51.16,23.990,486.600,371.2
136389,51.18,21.635,499.126,413.5
136390,51.20,20.251,517.720,498.6
136391,51.22,19.956,531.704,609.6
136392,51.24,18.970,459.970,312.6
136393,51.26,16.093,390.271,297.3
136394,51.28,14.775,338.538,344.9
136395,51.30,16.273,340.839,468.4
136396,51.32,19.077,387.177,471.2
136397,51.34,21.234,404.110,314.3
136398,51.36,21.727,379.534,296.1
136399,51.38,21.784,347.905,269.0
136400,51.40,21.768,318.739,366.0
136401,51.42,23.559,314.004,488.5
136402,51.44,26.578,305.425,301.1
136403,51.46,28.698,298.120,274.0
136404,51.48,29.320,327.613,256.8
136405,51.50,28.909,361.795,241.8
136406,51.52,28.062,384.476,227.2
136407,51.54,27.249,409.418,229.6
136408,51.56,27.156,428.458,248.9
136409,51.58,26.450,431.585,285.7
136410,51.60,26.915,416.710,320.0
136411,51.62,28.510,403.625,333.6
136412,51.64,29.062,366.804,351.5
136413,51.66,30.772,334.300,313.9
136414,51.68,32.304,313.079,249.8
136415,51.70,32.721,321.756,215.0
136416,51.72,32.811,353.790,199.7
136417,51.74,32.571,385.395,198.5
136418,51.76,31.816,415.377,192.9
136419,51.78,30.318,436.918,199.7
136420,51.80,28.886,444.426,217.4
136421,51.82,27.027,443.447,239.5
136422,51.84,25.018,449.853,245.4
136423,51.86,23.767,434.988,264.3
136424,51.88,23.305,412.423,301.7
136425,51.90,23.439,393.654,391.1
136426,51.92,24.043,366.161,500.4
136427,51.94,26.527,326.340,422.8
136428,51.96,28.602,279.851,321.3
136429,51.98,30.113,271.363,228.6
136430,52.00,30.831,286.387,141.3
136431,52.02,30.807,321.126,118.1
136432,52.04,30.224,353.595,99.6
136433,52.06,29.503,400.203,98.1
136434,52.08,28.442,436.582,107.8
136435,52.10,27.167,480.984,127.2
136436,52.12,25.300,517.432,145.6
136437,52.14,23.097,483.824,163.6
136438,52.16,21.656,446.507,215.8
136439,52.18,22.310,430.936,301.3
136440,52.20,23.185,394.149,539.0
136441,52.22,25.253,342.945,317.7
136442,52.24,26.894,283.904,238.5
136443,52.26,27.458,276.256,207.2
136444,52.28,28.168,293.227,185.3
136445,52.30,28.780,316.809,180.7
136446,52.32,28.839,337.953,180.2
136447,52.34,28.953,362.413,178.0
136448,52.36,29.048,380.454,196.0
136449,52.38,29.257,399.227,215.9
136450,52.40,29.578,408.967,232.9
136451,52.42,29.912,404.996,248.8
136452,52.44,29.946,400.593,277.3
136453,52.46,29.668,400.133,272.7
136454,52.48,29.421,399.331,298.6
136455,52.50,29.572,389.918,310.6
136456,52.52,29.855,375.570,298.2
136457,52.54,29.979,361.248,304.6
136458,52.56,29.914,350.284,314.0
136459,52.58,29.994,329.323,326.2
136460,52.60,29.800,303.826,281.4
136461,52.62,29.053,295.112,246.2
136462,52.64,27.599,301.203,205.3
136463,52.66,26.849,307.472,200.3
136464,52.68,26.984,303.330,205.2
136465,52.70,27.184,302.210,216.0
136466,52.72,27.653,313.753,222.2
136467,52.74,28.343,330.665,229.4
136468,52.76,28.748,358.400,221.0
136469,52.78,28.716,390.597,211.4
136470,52.80,28.140,429.458,215.7
136471,52.82,27.323,445.090,231.1
136472,52.84,26.931,430.163,254.4
136473,52.86,27.204,369.184,279.1
136474,52.88,28.341,334.266,331.4
136475,52.90,29.299,319.728,265.8
136476,52.92,29.437,323.918,130.7
136477,52.94,29.636,343.669,20.0
136478,52.96,29.206,358.248,1.2
136479,52.98,28.697,371.829,2.7
136480,53.00,28.269,379.730,13.8
136481,53.02,27.891,382.788,32.8
136482,53.04,27.842,377.286,54.9
136483,53.06,27.605,369.964,80.4
136484,53.08,27.330,370.487,111.0
136485,53.10,27.174,394.669,142.4
136486,53.12,27.499,,176.3
136487,53.14,28.632,,203.5
136488,53.16,30.301,,240.4
136489,53.18,31.921,,269.6
136490,53.20,33.092,,293.8
136491,53.22,34.117,,
